tt0040412	A Thief Has Arrived	5.0	8
tt0040491	Joan of Arc	6.4	3652
tt0040497	Jour de Fête	7.2	8852
tt0040525	The Lady from Shanghai	7.5	32264
tt0040530	Last of the Wild Horses	2.4	753
tt0040533	The Legend of Faust	7.1	36
tt0040558	Macbeth	7.4	7555
tt0040559	Machine to Kill Bad People	6.7	821
tt0040605	The Glass Mountain	6.6	297
tt0040619	The Mill on the Po	7.0	252
tt0040629	My Own True Love	5.7	55
tt0040711	Prince of the Plains	6.8	15
tt0040765	The Search	7.8	4670
tt0040849	The Sun Comes Up	6.4	432
tt0041084	Abandoned	6.6	625
tt0041085	Abbott and Costello Meet the Killer, Boris Karloff	6.7	4114
tt0041089	Adam and Evelyne	6.2	596
tt0041091	Adam and Eve	5.4	21
tt0041092	Adémaï au poteau-frontière	6.0	13
tt0041098	Africa Screams	6.0	3974
tt0041102	A Night of Fame	5.8	109
tt0041113	All the King's Men	7.4	16037
tt0041117	Ambush	6.4	805
tt0041119	Love and Poison	4.7	12
tt0041125	Anna Lucasta	6.2	170
tt0041134	The Astonished Heart	6.0	443
tt0041136	Clear the Ring	6.4	46
tt0041141	Aventurera	7.4	627
tt0041143	Il bacio di una morta	5.3	10
tt0041144	Bad Boy	6.5	383
tt0041147	Bad Men of Tombstone	6.1	135
tt0041149	Bagdad	5.3	438
tt0041151	Local & Sweet	6.2	16
tt0041152	Bandit King of Texas	6.8	66
tt0041153	Bandits of El Dorado	6.2	74
tt0041154	Late Spring	8.2	18391
tt0041158	The Barkleys of Broadway	7.0	3439
tt0041159	Barrier to the North	5.8	25
tt0041163	Battleground	7.4	7661
tt0041165	The Beautiful Blonde from Bashful Bend	6.0	895
tt0041170	Welcome, Reverend!	6.4	36
tt0041172	Beyond the Forest	6.8	2687
tt0041173	Snow White and the Seven Thieves	5.6	22
tt0041175	The Big Cat	5.5	250
tt0041176	Big Jack	6.1	260
tt0041177	The Big Sombrero	5.3	160
tt0041178	The Big Steal	6.9	5206
tt0041181	Black Hand	6.4	936
tt0041182	Black Magic	6.4	1387
tt0041200	I'm in the Revue	5.0	57
tt0041207	The Bribe	6.6	2121
tt0041209	Bride of Vengeance	5.6	161
tt0041210	Brimstone	6.4	200
tt0041211	Brothers in the Saddle	6.2	149
tt0041218	C-Man	5.7	314
tt0041220	Calamity Jane and Sam Bass	5.9	438
tt0041221	Call of the Forest	5.2	101
tt0041223	Canadian Pacific	5.9	861
tt0041226	Canzoni per le strade	5.4	17
tt0041227	Captain China	5.9	132
tt0041232	Chains	6.7	446
tt0041237	Challenge of the Range	6.7	40
tt0041238	Challenge to Lassie	6.2	630
tt0041239	Champion	7.3	4636
tt0041249	Il cielo è rosso	7.7	35
tt0041251	City Across the River	6.3	447
tt0041252	The Clay Pigeon	6.4	958
tt0041253	Colorado Territory	7.2	3071
tt0041256	How I Discovered America	6.0	11
tt0041257	Come to the Stable	7.1	1515
tt0041261	The Iron Swordsman	6.9	38
tt0041263	Cover Up	6.6	1195
tt0041268	Criss Cross	7.4	9335
tt0041270	Cuatro contra el mundo	7.1	30
tt0041271	The White Line	6.1	67
tt0041280	The Daring Caballero	7.0	49
tt0041287	Death Valley Gunfighter	6.6	91
tt0041291	Desert Vigilante	6.7	60
tt0041302	Domani è troppo tardi	6.8	176
tt0041303	Sunday in August	6.9	601
tt0041307	Donne senza nome	6.6	66
tt0041308	The Doolins of Oklahoma	6.4	593
tt0041311	Down Dakota Way	6.0	155
tt0041313	Down to the Sea in Ships	7.3	1057
tt0041327	East Side, West Side	6.9	2454
tt0041328	Easy Living	6.3	986
tt0041329	Edward, My Son	6.5	1383
tt0041332	El Paso	5.8	415
tt0041341	Everybody Does It	6.6	311
tt0041345	The Vila Family	5.6	38
tt0041350	Father was a Fullback	6.4	475
tt0041356	The Flame That Will Not Die	7.1	60
tt0041361	The Fighting Kentuckian	6.4	3516
tt0041362	Fighting Man of the Plains	6.4	527
tt0041368	The File on Thelma Jordon	6.9	2989
tt0041373	Flamingo Road	7.0	3456
tt0041378	Follow Me Quietly	6.5	1687
tt0041385	The Force of Destiny	6.6	35
tt0041387	Francis	6.4	1411
tt0041392	Frontier Investigator	7.1	41
tt0041397	I fuorilegge	5.4	21
tt0041400	The Gal Who Took the West	6.2	305
tt0041405	The Gay Amigo	6.5	119
tt0041427	The Great Force	5.3	28
tt0041428	The Great Gatsby	6.5	846
tt0041430	The Great Sinner	6.6	1481
tt0041437	Guilty of Treason	6.0	224
tt0041445	The Hasty Heart	7.3	1510
tt0041452	The Heiress	8.1	16684
tt0041453	Hellfire	6.7	365
tt0041463	Child of the Night	3.5	7
tt0041473	Holiday Affair	7.1	6440
tt0041479	Curtain Call at Cactus Creek	6.4	118
tt0041485	Horsemen of the Sierras	6.7	27
tt0041495	The Woman on Pier 13	6.0	1247
tt0041498	I Was a Male War Bride	7.0	8968
tt0041504	The Emperor of Capri	6.5	254
tt0041509	The Inspector General	6.7	3477
tt0041513	Intruder in the Dust	7.6	2536
tt0041514	It Happens Every Spring	6.8	1843
tt0041523	Jigsaw	5.6	927
tt0041526	John Loves Mary	6.3	490
tt0041528	Johnny Holiday	7.3	101
tt0041530	Jolson Sings Again	6.6	697
tt0041538	Katka	6.9	57
tt0041546	Kind Hearts and Coronets	8.0	38882
tt0041573	The Lady Takes a Sailor	5.9	448
tt0041577	Laramie	6.4	105
tt0041578	The Last Bandit	6.5	112
tt0041583	Law of the Golden West	6.1	24
tt0041590	The Life of Riley	6.9	268
tt0041591	La liga de las muchachas	5.8	26
tt0041596	Las locuras de Tin-Tan	6.8	44
tt0041599	Look for the Silver Lining	6.3	422
tt0041600	Lost Boundaries	7.0	490
tt0041604	Love Happy	5.8	3024
tt0041610	Lust for Gold	6.8	1619
tt0041615	Madame Bovary	7.0	2782
tt0041616	Madness of the Heart	6.1	250
tt0041622	Malaya	6.5	1415
tt0041627	The Man in Black	6.0	284
tt0041628	The Man on the Eiffel Tower	5.8	967
tt0041631	Manhandled	6.6	869
tt0041633	Hand of Death	5.2	13
tt0041634	Manon	6.9	1119
tt0041635	Manèges	7.2	439
tt0041637	Maracatumba... ma non è una rumba	6.6	10
tt0041638	Marechiaro	6.7	18
tt0041639	Margaret of Cortona	5.8	16
tt0041640	La Marie du port	6.6	452
tt0041642	Masked Raiders	6.2	158
tt0041643	Massacre River	6.1	267
tt0041649	My Beloved Juan	7.0	57
tt0041652	Miss Grant Takes Richmond	6.6	930
tt0041662	Mr. Belvedere Goes to College	6.8	830
tt0041663	Mr. Soft Touch	6.6	1133
tt0041664	Mrs. Mike	6.5	143
tt0041668	Il Mulatto	5.7	14
tt0041672	My Foolish Heart	6.8	1245
tt0041673	My Friend Irma	6.4	1202
tt0041675	The Mysterious Desperado	6.4	146
tt0041685	Navajo Trail Raiders	7.4	34
tt0041687	Neptune's Daughter	6.3	1686
tt0041688	Nero and the Burning of Rome	5.4	8
tt0041694	No Man of Her Own	7.4	2812
tt0041699	Stray Dog	7.8	18328
tt0041702	We Will All Go to Paris	7.1	90
tt0041719	Orpheus	7.9	13025
tt0041720	Another Spring	6.4	16
tt0041723	Outlaw Country	6.4	71
tt0041734	Not Any Weekend for Our Love	5.6	41
tt0041737	Passport to Pimlico	7.1	5095
tt0041746	Pinky	7.2	3342
tt0041747	Pioneer Marshal	6.3	23
tt0041749	The Pirates of Capri	6.0	210
tt0041758	The Firemen of Viggiù	5.8	113
tt0041761	Port of New York	6.0	1013
tt0041762	La Portatrice di pane	5.1	16
tt0041766	Powder River Rustlers	6.4	70
tt0041767	Prince of Foxes	6.9	1905
tt0041773	The Doorman	7.3	276
tt0041777	Her Favourite Husband	5.9	112
tt0041783	Ranger of Cherokee Strip	6.1	51
tt0041784	The Valley Resounds	5.8	52
tt0041787	Red Canyon	6.2	293
tt0041788	The Red Danube	6.5	694
tt0041790	Red Light	6.3	1110
tt0041792	The Red Pony	6.3	1185
tt0041794	Red Stallion in the Rockies	5.3	37
tt0041796	Reign of Terror	6.9	2041
tt0041800	Rendezvous in July	7.1	444
tt0041801	Renegades of the Sage	6.5	19
tt0041803	The Troublemaker	7.0	49
tt0041809	Riders of the Whistling Pines	5.6	229
tt0041810	Rim of the Canyon	6.1	171
tt0041814	The Rival of the Empress	5.4	36
tt0041816	Rock Island Trail	6.1	217
tt0041822	Rope of Sand	6.7	1722
tt0041825	The Nightingale and the Bells	5.5	18
tt0041826	Rotation	7.4	375
tt0041827	Roughshod	6.6	715
tt0041838	Samson and Delilah	6.8	8629
tt0041839	San Antone Ambush	3.6	27
tt0041840	Sand	5.7	108
tt0041841	Sands of Iwo Jima	7.0	11103
tt0041845	Satan's Cradle	5.7	81
tt0041849	Der Schuß durchs Fenster	6.2	18
tt0041855	The Secret Garden	7.5	3180
tt0041859	The Set-Up	7.8	9751
tt0041866	She Wore a Yellow Ribbon	7.2	18800
tt0041869	Sheriff of Wichita	7.2	50
tt0041871	Shockproof	6.5	2187
tt0041873	Signorinella	6.2	20
tt0041883	Slattery's Hurricane	6.4	510
tt0041885	Slightly French	6.3	361
tt0041886	The Small Back Room	7.1	2973
tt0041899	Song of Surrender	6.6	111
tt0041901	Sons of New Mexico	6.4	123
tt0041904	South Sea Sinner	5.7	133
tt0041905	South of Death Valley	6.1	75
tt0041907	South of St. Louis	6.0	539
tt0041909	Hawk of the Nile	5.0	35
tt0041913	The Bride Can't Wait	6.1	35
tt0041914	Square Dance Jubilee	3.9	49
tt0041915	Stagecoach Kid	6.0	210
tt0041921	A Tale of Five Cities	5.3	132
tt0041923	The Story of Seabiscuit	6.1	848
tt0041925	Fugitive Lady	5.6	42
tt0041926	Strange Bargain	6.7	555
tt0041928	The Stratton Story	7.1	3258
tt0041929	Streets of Laredo	6.6	762
tt0041931	Stromboli	7.2	7700
tt0041935	Susanna Pass	6.1	179
tt0041944	Take Me Out to the Ball Game	6.7	3993
tt0041945	Take One False Step	6.4	634
tt0041947	Tarzan's Magic Fountain	5.9	635
tt0041948	Task Force	6.5	1072
tt0041955	That Forsyte Woman	6.6	1461
tt0041958	Thieves' Highway	7.5	6668
tt0041959	The Third Man	8.1	177781
tt0041971	The Torch	5.4	219
tt0041973	Torna a Napoli	5.2	8
tt0041974	Totò cerca casa	6.5	511
tt0041975	Totò Le Mokò	6.8	511
tt0041976	Tough Assignment	5.5	127
tt0041979	Double Cross	6.3	80
tt0041981	Trail of the Yukon	5.8	44
tt0041982	Train of Events	6.5	452
tt0041993	Le Trésor des Pieds-Nickelés	5.2	17
tt0041994	Tulsa	6.1	1310
tt0041997	Twilight in the Sierras	6.1	142
tt0041998	Thirst	6.5	2720
tt0042001	A Certain Mister	4.1	17
tt0042003	A Man Walks in the City	6.9	114
tt0042004	Under Capricorn	6.2	7809
tt0042005	Under My Skin	6.6	374
tt0042006	The Undercover Man	6.6	1335
tt0042007	Undertow	6.6	826
tt0042013	La Valse de Paris	6.4	53
tt0042021	Vespro siciliano	6.4	10
tt0042030	Volcano	6.7	332
tt0042033	The Walking Hills	6.5	1052
tt0042039	Whirlpool	6.7	4631
tt0042040	Whisky Galore!	7.1	6401
tt0042041	White Heat	8.1	34814
tt0042050	The Wolf Hunters	5.1	45
tt0042052	Woman in Hiding	6.8	1047
tt0042055	The Wyoming Bandit	6.4	95
tt0042061	The Younger Brothers	5.2	231
tt0042062	Yvonne of the Night	6.3	89
tt0042175	47 morto che parla	7.0	461
tt0042176	711 Ocean Drive	6.8	1928
tt0042179	Abbott and Costello in the Foreign Legion	6.3	3057
tt0042181	Across the Badlands	7.3	41
tt0042182	The Admiral Was a Lady	5.8	387
tt0042184	Afsar	7.9	25
tt0042185	Agustina of Aragon	6.0	94
tt0042188	Al son del mambo	6.8	29
tt0042190	Alina	6.2	134
tt0042192	All About Eve	8.2	135854
tt0042193	The Straw Lover	5.2	12
tt0042194	The Glass Castle	6.1	253
tt0042195	American Guerrilla in the Philippines	5.9	1284
tt0042197	Andersson's Kalle	5.4	90
tt0042198	The Angel with the Trumpet	6.2	151
tt0042199	Angelo tra la folla	5.8	8
tt0042200	Annie Get Your Gun	6.9	5140
tt0042201	Apartado de correos 1001	6.9	151
tt0042202	That Man from Tangier	5.0	34
tt0042203	The Arizona Cowboy	5.8	72
tt0042206	Armored Car Robbery	6.9	2907
tt0042207	Arzoo	7.2	61
tt0042208	The Asphalt Jungle	7.8	28909
tt0042209	At War with the Army	5.5	2569
tt0042210	Atoll K	5.5	2157
tt0042215	Oh Darling! Look What You've Done!	7.5	92
tt0042216	عيني بترف	7.9	17
tt0042217	Father Amin	6.5	222
tt0042218	بابا عريس	6.3	19
tt0042219	Backfire	6.6	1617
tt0042220	Bait	4.6	23
tt0042221	Under the Skies of the Asturias	6.3	13
tt0042222	Reckless	6.3	169
tt0042223	Ballerina	5.4	9
tt0042224	The Bandit Queen	5.8	114
tt0042225	Banwra	6.8	10
tt0042226	Battle of Roses	6.6	113
tt0042227	Bluebeard	5.9	69
tt0042229	The Baron of Arizona	7.0	2442
tt0042230	Barricade	6.0	268
tt0042233	Bawre Nain	7.1	44
tt0042235	Beauty and the Devil	7.4	1764
tt0042237	Belle of Old Mexico	6.5	32
tt0042238	Bellezze in bicicletta	6.2	26
tt0042239	Bells of Coronado	6.0	223
tt0042240	Symphonie einer Weltstadt	6.2	28
tt0042241	Bernard and the Lion	4.5	18
tt0042242	Between Midnight and Dawn	6.5	1136
tt0042243	Beware of Blondie	5.9	227
tt0042244	Beyond the Purple Hills	6.3	126
tt0042246	Bibi Fricotin	4.8	51
tt0042247	The Big Hangover	5.9	563
tt0042249	The Big Lift	6.4	1684
tt0042250	Highway 301	6.8	1084
tt0042252	La bisarca	6.2	34
tt0042253	Bitter Springs	6.1	191
tt0042254	The Crossroads	6.7	31
tt0042255	Black Jack	5.8	161
tt0042256	The Black Rose	6.2	2404
tt0042257	Blackmailed	7.3	43
tt0042262	Blonde Dynamite	6.2	392
tt0042263	Blondie's Hero	5.9	211
tt0042264	Blue Grass of Kentucky	6.4	33
tt0042265	The Blue Lamp	6.8	2435
tt0042266	Blues Busters	6.6	454
tt0042267	The Body Said No!	3.3	25
tt0042269	The Atomic Fireman	7.3	440
tt0042273	Border Treasure	5.9	132
tt0042274	Borderline	6.0	1550
tt0042275	Born to Be Bad	6.7	2578
tt0042276	Born Yesterday	7.5	12055
tt0042277	Bōryoku no Machi	6.8	13
tt0042279	Branded	6.7	977
tt0042281	The Breaking Point	7.5	4057
tt0042282	Breakthrough	6.7	423
tt0042283	Criminal Brigade	6.3	84
tt0042284	Il Brigante Musolino	7.2	68
tt0042285	Bright Leaf	6.7	1413
tt0042286	Broken Arrow	7.2	9388
tt0042287	Buccaneer's Girl	6.1	655
tt0042288	Buckaroo Sheriff of Texas	4.4	25
tt0042289	Bunco Squad	6.1	305
tt0042292	Bürgermeister Anna	7.9	20
tt0042293	The Cadets of Gascony	5.7	29
tt0042294	Café Paradis	7.5	207
tt0042295	Cage of Gold	6.4	522
tt0042296	Caged	7.6	4395
tt0042297	Il Caimano del Piave	4.3	12
tt0042298	Cairo Road	5.4	257
tt0042299	California Passage	6.3	119
tt0042300	Call of the Klondike	6.1	53
tt0042301	Path of Hope	7.5	650
tt0042307	The Black Captain	5.7	12
tt0042308	Captain Poison	6.2	58
tt0042310	Captain Carey	6.5	614
tt0042312	Captura recomendada	7.7	8
tt0042313	The Capture	5.9	623
tt0042314	Cargo to Capetown	6.1	137
tt0042315	The Cariboo Trail	5.9	818
tt0042316	Caroline Chérie	5.9	155
tt0042318	Casimir	5.3	132
tt0042319	Cassino to Korea	7.0	12
tt0042323	Chain Gang	5.3	103
tt0042324	Chain Lightning	6.1	1624
tt0042325	Champagne for Caesar	7.4	1197
tt0042326	Chance of a Lifetime	6.8	308
tt0042327	Cheaper by the Dozen	7.0	5535
tt0042328	Cherokee Uprising	6.4	26
tt0042329	Chinnamul	8.2	53
tt0042333	The Clouded Yellow	6.9	943
tt0042334	Code of the Silver Sage	6.8	50
tt0042335	Cody of the Pony Express	6.5	39
tt0042338	Colt .45	6.0	1076
tt0042339	Comanche Territory	5.6	777
tt0042340	The Company She Keeps	6.3	628
tt0042341	Il Conte di Sant'Elmo	5.5	20
tt0042342	Against the Law	6.3	18
tt0042343	Convicted	6.8	1395
tt0042344	Copper Canyon	6.2	759
tt0042345	Cordula	5.3	30
tt0042346	The Black Crown	6.8	123
tt0042347	The King's Mail	5.5	15
tt0042348	County Fair	5.8	28
tt0042349	Cow Town	6.2	110
tt0042351	Crime and Punishment	7.1	59
tt0042352	Crisis	6.7	1766
tt0042354	The Forbidden Christ	7.1	266
tt0042355	Story of a Love Affair	7.1	3280
tt0042356	Crooked River	5.1	78
tt0042359	The Magic Sword	8.0	438
tt0042361	Tales of the Alhambra	5.2	21
tt0042362	Hearts at Sea	5.6	83
tt0042363	The Cure for Love	7.4	31
tt0042367	Cyrano de Bergerac	7.4	4398
tt0042368	Devil's Ravine	6.4	31
tt0042369	D.O.A.	7.2	12681
tt0042370	Dakota Lil	5.8	192
tt0042371	Far from Moscow	6.1	30
tt0042372	Dallas	6.2	1468
tt0042375	La dame de chez Maxim's	5.6	23
tt0042376	The Damned Don't Cry!	7.2	3371
tt0042377	Dance Hall	6.1	234
tt0042379	Dark City	6.7	2582
tt0042380	Dastan	6.9	78
tt0042382	The Daughter of Rosie O'Grady	6.5	553
tt0042383	Davy Crockett, Indian Scout	5.4	338
tt0042385	Woman to Woman	5.2	28
tt0042386	La Virgen gitana	6.6	34
tt0042387	Deported	6.2	295
tt0042388	Deseada	6.8	47
tt0042389	The Desert Hawk	5.5	307
tt0042390	Desperadoes of the West	6.4	95
tt0042392	Destination Big House	6.5	42
tt0042393	Destination Moon	6.3	4515
tt0042394	Destination Murder	6.1	1004
tt0042395	Devil's Doorway	7.2	1799
tt0042397	Dial 1119	6.8	1527
tt0042398	Il Diavolo in convento	6.7	10
tt0042399	Dick Barton at Bay	4.4	155
tt0042401	Dieu a besoin des hommes	7.2	92
tt0042402	De Dijk is Ditch	6.2	33
tt0042405	Das Haus in der Einöde	5.6	33
tt0042407	The Miners of Donetsk	5.4	35
tt0042408	Dopey Dicks	7.6	430
tt0042409	Two Times Lotte	7.0	604
tt0042410	Double Confession	6.4	384
tt0042411	Double Crossbones	6.1	341
tt0042412	Double Deal	6.1	248
tt0042413	Doña Perfecta	7.3	105
tt0042415	Three Girls Spinning	6.3	17
tt0042416	Third from the Right	6.8	20
tt0042417	Duchess of Idaho	6.3	621
tt0042419	Due mogli sono troppe	5.1	38
tt0042424	Dvě brigády	4.8	30
tt0042425	Dynamite Pass	5.8	161
tt0042426	The Eagle and the Hawk	6.0	339
tt0042427	Devotion	6.8	25
tt0042428	Edge of Doom	6.4	885
tt0042429	Edward and Caroline	7.0	702
tt0042432	The Elusive Pimpernel	6.0	584
tt0042433	Emergency Wedding	5.9	110
tt0042434	In the Palm of Your Hand	7.4	332
tt0042436	Les Enfants Terribles	7.0	4240
tt0042437	The Orplid Mystery	7.0	76
tt0042439	A Day Will Come	8.7	20
tt0042442	Experiment Alcatraz	5.6	331
tt0042444	The Rabanser Case	6.4	44
tt0042445	The Falling Star	6.3	25
tt0042447	Fancy Pants	6.5	1441
tt0042449	Father Is a Bachelor	6.7	512
tt0042451	Father of the Bride	7.1	12239
tt0042453	Federal Agent at Large	5.9	64
tt0042459	Figaro qua, Figaro là	6.5	114
tt0042461	Filomena Marturano	7.2	43
tt0042463	The Fireball	5.7	362
tt0042464	The Flame and the Arrow	6.8	4130
tt0042465	Flesh and Blood	5.9	82
tt0042466	Girl with Hyacinths	7.6	1034
tt0042468	The Flying Missile	5.8	204
tt0042469	The Flying Saucer	3.6	592
tt0042470	Folie douce	5.4	13
tt0042472	For Heaven's Sake	6.4	490
tt0042474	Fortunes of Captain Blood	5.7	369
tt0042477	The Flowers of St. Francis	7.3	3909
tt0042478	The Franchise Affair	7.2	375
tt0042480	Doctor Praetorius	7.1	110
tt0042481	Frei Luís de Sousa	6.0	102
tt0042482	Frenchie	6.3	540
tt0042483	Frisco Tornado	6.3	80
tt0042485	Teacher's First Born	5.4	69
tt0042486	Spring on Ice	8.0	46
tt0042488	The Fuller Brush Girl	6.6	961
tt0042490	The Furies	7.2	3681
tt0042491	Furigat	7.1	10
tt0042493	The White Hell of Pitz Palu	6.4	62
tt0042494	Five Suspects	6.9	39
tt0042495	Gabriela	6.4	37
tt0042496	Gambling House	6.2	487
tt0042500	The Violin Maker of Mittenwald	6.2	14
tt0042504	The Disturbed Wedding Night	6.1	19
tt0042506	The Girl from San Lorenzo	6.9	33
tt0042509	The Glass Menagerie	7.1	1249
tt0042513	Gone to Earth	6.9	1422
tt0042514	The Good Humor Man	6.3	486
tt0042516	The City Turns the Lights On	7.4	46
tt0042519	O Grande Elias	7.0	244
tt0042521	The Great Jewel Robber	6.5	192
tt0042522	State Secret	7.0	788
tt0042524	The Great Rupert	6.4	1418
tt0042525	Border Post 58	5.9	12
tt0042526	Grounds for Marriage	5.8	265
tt0042529	Guilty Bystander	6.2	1025
tt0042530	Gun Crazy	7.6	14252
tt0042531	The Gunfighter	7.7	12129
tt0042534	Gunman in the Streets	6.6	468
tt0042539	Halls of Montezuma	6.6	2900
tt0042541	The Happiest Days of Your Life	7.2	1841
tt0042542	The Happy Years	6.8	746
tt0042543	Harbor of Missing Men	6.3	77
tt0042544	Harriet Craig	7.3	2230
tt0042546	Harvey	7.9	57285
tt0042548	He's a Cockeyed Wonder	5.1	152
tt0042550	Wonderful Times	5.5	28
tt0042552	High Lonesome	5.3	295
tt0042553	Highly Dangerous	5.9	606
tt0042556	Hills of Oklahoma	6.2	56
tt0042560	Historien om Hjortholm	6.4	33
tt0042561	Hit Parade of 1951	6.4	20
tt0042562	Hjärter Knekt	5.0	71
tt0042564	Hochzeitsnacht im Paradies	6.2	11
tt0042565	Hoedown	6.1	54
tt0042566	حكم القوي	7.9	17
tt0042568	Holiday Rhythm	6.8	31
tt0042574	The Honesty of the Look	7.0	64
tt0042579	House by the River	7.1	3913
tt0042580	Hugs and Mugs	7.2	311
tt0042581	Joe Palooka in Humphrey Takes a Chance	6.4	46
tt0042582	Hunt the Man Down	6.5	1018
tt0042587	I Shot Billy the Kid	5.2	87
tt0042588	I Was a Shoplifter	6.0	388
tt0042589	I'll Get By	5.9	206
tt0042590	I'll Get You for This	5.9	165
tt0042593	In a Lonely Place	7.9	33898
tt0042594	L'inafferrabile 12	6.1	20
tt0042597	The Fighting Men	4.7	34
tt0042599	Into the Blue	6.6	54
tt0042600	The Invisible Monster	4.5	254
tt0042601	Io sono il capataz	4.9	71
tt0042602	The Iroquois Trail	6.1	192
tt0042605	Maria Islands	6.9	108
tt0042609	The Jackie Robinson Story	6.3	1379
tt0042610	The Jackpot	6.6	1201
tt0042614	Es schlägt 13	6.5	127
tt0042615	Jiggs and Maggie Out West	5.5	41
tt0042617	Joe Palooka in the Squared Circle	5.4	35
tt0042618	Johnny One-Eye	5.5	149
tt0042619	Diary of a Country Priest	7.8	12264
tt0042621	Juliette, or Key of Dreams	6.9	452
tt0042622	Julius Caesar	6.3	464
tt0042625	Justice Is Done	7.1	416
tt0042626	Pirates	6.7	21
tt0042627	Heart of Stone	7.3	639
tt0042628	The Kangaroo Kid	5.8	65
tt0042629	Kansas Raiders	6.1	1300
tt0042630	Kastrullresan	5.8	57
tt0042634	Key to the City	6.4	868
tt0042638	The Kid from Texas	6.3	750
tt0042639	Listen to the Voices of the Sea	6.7	30
tt0042641	Kill the Umpire	6.3	620
tt0042642	Killer Shark	4.4	256
tt0042643	The Killer That Stalked New York	6.4	1701
tt0042644	Kim	6.5	2184
tt0042645	Child of the Danube	4.6	56
tt0042646	King Solomon's Mines	6.7	6748
tt0042647	Katharinas Ehe	5.3	30
tt0042648	Kiss Tomorrow Goodbye	7.1	2324
tt0042649	Dr. Knock	7.3	582
tt0042650	Kon-Tiki	7.9	2739
tt0042655	The Quartet That Split Up	5.3	29
tt0042656	The Kiss on the Cruise	4.3	36
tt0042657	King for One Night	5.5	17
tt0042658	Royal Children	7.0	32
tt0042660	Különös házasság	7.4	26
tt0042662	The Thief of Venice	5.3	39
tt0042663	The Lady Craved Excitement	5.5	40
tt0042664	A Lady Without Passport	6.1	896
tt0042665	Last Holiday	7.3	2039
tt0042666	Last of the Buccaneers	5.2	161
tt0042667	Law of the Badlands	6.0	128
tt0042669	The Lawless	6.7	713
tt0042672	The Lioness of Castille	5.5	41
tt0042674	Let's Dance	6.1	573
tt0042676	Love on Ice	5.6	13
tt0042677	A Life of Her Own	6.2	1288
tt0042678	Lightning Guns	6.3	75
tt0042679	Lilli Marlene	5.0	144
tt0042683	The Allure of Danger	7.5	16
tt0042684	Loffe blir polis	4.8	10
tt0042685	Lonely Heart Bandits	6.3	50
tt0042687	Louisa	6.7	522
tt0042688	Love That Brute	6.3	174
tt0042690	Love at First Bite	7.1	298
tt0042692	Variety Lights	7.1	3721
tt0042693	Lucky Losers	6.2	350
